224	1533	5787	107	5609	535	3687	4578	3600	4715	2960	1547	1834	3136	4831	233	3001	421	2222	4096	6076	4560	4552	4672	5832	8500	4827	6523	9609	6028	5652	2657	7720	2304	4651	4279	3954	7213	3563	4734	4388	9957	5570	927	9378	7876	9043	5309	5696	5165	581	8111	536	7909	5551	5059	4604	822	1864	6820	8894	7996	5172	9748	7346	5400	1765	9151	5232	1681	6407	9858	5938	4232	7806	6736	8350	6784	5234	6019	9367	5179	277	4672	5730	6787	8813	8387	6712	5562	5259	9942	1913	3503	8062	8153	902	3340	6289	2891
3013	145	7483	484	6318	4445	1036	1235	8270	7849	1614	5525	3624	2492	8986	5849	3935	3645	528	126	3504	4672	4647	5293	8589	157	5302	904	5406	6431	5945	4669	7023	669	5716	5309	3614	3004	241	9155	890	8740	58	8391	448	8338	7109	5841	8504	5759	5559	6503	5288	8539	7824	6591	2070	9372	971	7178	7308	9244	5811	7997	6144	5126	4857	1930	6882	562	5172	6191	4546	3250	9524	5664	339	5756	4657	7506	9670	366	457	603	6604	8178	7707	7714	6638	7530	4725	8641	2243	4047	3555	9199	971	373	5488	7857
292	1150	6406	147	3492	2312	4248	2502	549	1586	249	1449	3135	1682	2826	1600	421	1295	2768	1151	9840	4712	4853	165	8216	2808	4829	2057	456	6048	9416	4766	5579	2867	4511	5641	2515	6358	4113	9868	9796	7848	5204	765	8220	4963	5766	3179	1442	5357	1569	9868	1089	6089	5400	9710	4710	1896	4867	6646	5206	5381	6738	9800	6192	2337	6939	8448	8074	8146	6380	7262	159	1850	9333	7024	1429	1721	4797	6003	4296	265	1507	5056	1098	6105	6374	5474	5347	5290	117	6870	2802	7002	5647	7121	728	8504	6381	2428
1272	4097	6428	3752	6496	2945	4094	2448	4304	4624	2329	1660	4057	2781	1838	6107	1287	8642	1252	9582	6882	5206	4483	5288	5209	4470	4495	4215	5138	7766	8763	8557	5706	1341	1466	2542	9212	1283	3672	7463	4812	9976	3033	2070	6420	1766	5346	5376	6250	31	8861	5827	3212	633	7596	9784	7308	1788	2854	6160	9617	1821	5487	9876	8268	8993	7592	2495	9875	5380	5647	5482	2462	3384	5406	8348	1110	1075	7783	7178	7061	1377	5248	536	5057	4674	5415	5812	8123	5479	5862	1118	3763	6264	8054	2164	195	714	5711	2247
5307	9814	5475	9518	5353	1403	9885	2205	707	5404	3391	1525	170	1322	722	9891	1099	8478	1398	2456	4108	7134	206	7548	8794	584	4590	4956	5997	5810	5620	8339	4573	3890	9719	2989	4356	8278	5643	4575	4614	8306	7637	6455	9752	1321	8606	4444	4440	4477	4870	5464	5512	5713	4643	7507	4463	2964	5014	9888	5387	1196	5774	5092	8341	6678	6744	5752	9799	814	6327	4924	4388	6387	9530	8307	3837	1411	1902	5660	6326	1220	856	2385	2915	8025	8011	6749	7547	46	5319	3305	7144	5761	7192	9837	4614	8132	4825	3270
4938	9520	5073	124	4464	1707	2638	6711	1656	1046	9388	4647	9543	8127	6853	5736	4057	823	2275	484	9893	5879	5819	246	4905	6838	7805	7786	5730	5773	4552	2914	6951	638	1336	6093	4413	7062	7495	5745	4892	9454	9384	2916	5355	4706	8692	2953	9432	105	1300	7004	7548	5560	4895	8966	5720	3302	5731	7556	9527	2523	5235	9894	5941	1906	6753	8219	1946	5728	6911	6796	152	1040	5138	5153	2785	6994	4554	6111	6467	7255	180	1723	6216	6937	6140	5743	8860	3151	5431	591	2288	7420	8873	1597	5731	9314	7962	8896
1295	9576	5173	504	4839	1896	8000	8859	1562	4839	849	8851	288	9837	3631	6496	9581	219	1048	2113	4555	4776	5861	5831	5057	9305	5018	3086	9546	5488	3368	3150	584	1102	9899	3613	2038	8211	5716	3767	1422	6333	8662	766	4824	7909	5698	4242	5524	4821	2067	5072	653	5045	6460	7281	7839	9138	2597	5399	8699	9720	7006	5776	1875	376	6103	6799	2350	588	5235	7736	8499	6937	7327	6725	9250	4120	7839	5986	7670	1792	5219	551	5643	5645	7203	7803	8350	4066	5650	4282	1374	5925	5454	8546	7783	6960	8151	9892
492	3013	6360	125	7604	1626	1151	5900	1546	9185	3399	6491	1537	1363	1264	8988	8352	25	9164	9805	8074	4797	5260	1342	9102	7511	4586	5448	4703	5338	5877	8338	6484	1131	5170	1255	8774	1843	752	7420	480	6283	6747	3048	9685	7885	8488	1869	8187	5047	5331	3503	7858	5627	4814	5974	2916	9885	8110	559	9899	8645	7257	8342	7758	6410	5159	6792	6689	5596	6488	9297	8104	7927	4661	3827	3796	7529	5169	7956	6252	380	2809	7548	5567	4781	754	6651	6829	5516	4775	528	2317	4107	8605	8929	2987	9271	4608	855
9211	1467	5453	3886	4553	7132	1174	5751	3018	7182	2182	4777	106	9807	1145	731	8012	4063	164	2989	7416	4623	4586	9419	8913	4783	4511	8051	5084	5949	4647	8060	274	368	5877	4412	2116	8432	9184	4865	1399	8107	8465	5512	6336	6089	5900	4295	1741	8444	9324	8075	2166	5878	6819	5951	5086	2042	1420	6482	4576	5770	6355	296	8254	6052	2432	8668	6822	6346	7963	6702	7637	2048	5910	1380	9401	3994	9420	5562	2214	5710	54	5512	8222	7259	8621	7520	5699	5691	4604	7981	1056	5280	7592	9564	480	5941	5005	6234
3625	909	5216	146	5326	6767	2839	2974	765	4559	8366	4605	4097	9715	3020	394	3624	1458	475	3013	7723	8441	5555	4458	8664	1232	4797	4656	9547	5158	4729	1924	7455	7356	4496	2889	2039	2800	5062	682	1745	7957	5586	5903	264	1696	6774	3717	4281	4662	5330	7218	1723	4507	8306	9980	5046	3687	7502	6111	9600	7517	5912	8703	5464	816	8745	3540	9840	8190	5217	9959	4660	6144	5408	5481	1887	6878	5302	6970	923	2246	8458	1089	4899	7108	5685	7666	6896	6009	8215	8575	1570	5712	7765	3244	7186	6123	6632	8504
1254	3568	5195	9540	917	9690	3609	9249	1659	1823	2991	4483	1832	1323	1652	4570	288	1272	1889	9712	4676	4716	6490	688	6506	5529	7549	1639	5161	5199	289	1690	7630	9125	1818	3810	3271	2088	5170	5200	2431	6183	1717	1524	9652	5627	9452	3814	5016	54	8338	7207	1449	6085	5066	6069	7007	106	7267	5065	6827	8173	5337	5053	6103	4598	7820	7169	1821	3050	5811	5456	4543	1550	6216	3176	1565	4844	5651	6820	7314	904	3945	6564	7050	2978	8387	7073	5881	80	4740	7044	2546	6123	3191	4019	1380	9058	7206	2377
1292	3683	2256	806	3574	8666	2176	884	5378	5164	288	61	281	8389	4224	1419	7680	3609	356	2774	3770	5234	4603	6826	6423	56	8589	1671	4495	5646	4399	2323	2926	3789	5402	1757	1948	7073	6584	3503	2210	9833	2257	7642	4759	4491	6828	3904	7385	4560	431	7082	6005	9918	9887	5966	9457	9900	2221	6677	3188	9972	6124	9892	6926	5066	5827	8621	4108	1818	6429	7133	4537	7960	6265	9061	1935	3969	1601	6720	7718	5146	966	2256	7007	7960	7087	6568	8208	2035	4646	5672	9418	5167	8119	1322	1217	8111	6822	4677
1625	833	5992	106	9002	3699	9651	6207	7050	5303	1863	2268	2182	2795	9484	1662	3490	3997	500	9594	9799	2256	4605	167	9383	4076	5540	6838	4596	6745	4698	1569	8912	3068	4778	3291	3365	2395	6800	9894	3274	6819	79	813	8705	6679	8510	4271	2188	4673	3670	9960	4476	4806	6645	7306	4714	9914	7354	2336	1789	9498	6380	5433	6953	2295	2239	4598	5095	7549	6288	9121	9382	8725	4784	3845	1142	3313	5354	7283	9037	2431	160	7166	3467	6721	5203	5972	9001	7956	4853	9846	441	1654	3168	310	871	7654	7414	4734
3553	9536	5773	2308	5208	3460	3996	6079	8002	7804	4036	4680	9844	120	2591	1302	6981	996	2269	9693	9875	9706	4640	2256	5406	774	4554	873	4683	6360	2827	7642	4470	7273	3050	2042	1885	3314	5162	9800	962	9887	5175	8338	8521	749	8349	3543	8328	1357	4962	7463	57	4478	4564	6213	3467	3298	7681	6457	4492	9808	6430	7002	6721	1236	8454	6750	5256	4941	6907	7508	1466	1356	5730	5395	1552	7945	5209	7171	9248	920	3372	5673	6683	5985	3528	7325	1236	7539	5087	1891	1923	8225	2432	2525	7007	6721	7217	9045
1156	3530	5810	9937	4003	1532	3943	7118	4737	4476	2531	5978	1986	2289	1722	9511	2301	8848	1903	9212	4608	5320	5018	4933	554	4956	4716	5251	9617	5173	9413	3846	6962	1970	5403	3552	2179	8446	8169	9997	3641	8116	8137	4495	6569	92	1235	2529	3270	359	6302	5761	2912	4963	9976	5035	515	3249	6784	6982	2467	5339	5712	1477	5242	5517	7877	7214	6047	3438	5337	4986	4863	8902	7805	8131	8998	796	4646	6798	8472	5448	2652	9003	594	2155	7520	2841	6775	4954	4639	7673	2432	1652	5329	3450	4045	3819	7462	1262
146	2388	7414	482	9013	2329	8284	36	7297	358	7294	5087	9715	9723	1343	704	1044	9701	2614	1069	5990	724	8216	4624	205	8972	8189	704	7443	6289	5260	4839	4499	4183	7495	3247	2138	1941	3524	2386	3790	7266	1495	5627	8715	4471	6495	1846	1637	5321	3208	6690	4876	5729	6375	9957	5555	2727	5214	6296	9530	2707	8266	4358	8454	6241	9202	8709	6299	8179	7738	5039	726	2563	4478	4576	9033	2135	4560	6998	5099	1769	1357	5624	9524	7449	6018	6374	6295	7703	5086	5398	7326	1477	6597	6972	4043	7503	4555	4402
107	9936	1780	9805	5758	8844	8642	7685	5083	4672	2312	4663	4301	909	9024	8948	1272	9568	2988	3530	6292	9383	118	4715	1343	1589	7291	8663	6216	6906	5296	2296	3011	3578	7843	964	3013	1738	6014	9854	1471	9472	1781	6527	5391	4711	6284	3769	7689	5131	4311	6960	1825	4898	6719	7702	4708	5569	6353	7283	7267	6362	8038	4107	5390	8103	4850	3528	2559	5511	5774	4195	110	8108	9609	5214	3528	2861	7777	6459	3540	873	1975	2912	549	9686	8279	8537	5670	9981	4739	2712	3972	5257	5295	1616	9457	759	5173	763
5231	8643	6048	9842	2873	4370	3249	7444	6826	5969	1694	4698	9519	1706	7002	6523	9572	4320	1717	9937	4689	5406	4561	7804	4560	5706	9560	5146	6265	5913	7309	5959	900	6012	4477	3814	1604	2516	236	9876	5063	7394	7126	7965	7393	4890	6671	2319	404	5205	6377	6785	8175	4996	8740	6291	7117	1981	4388	6710	5108	4681	7765	7818	6939	6473	3168	6022	3236	709	6746	7003	8971	7706	4694	9464	9203	5957	4776	98	2449	2220	499	4108	8718	3508	5926	2214	5446	9929	4605	9516	1584	6293	5468	487	3105	6365	8195	3689
1995	3408	5882	2183	3462	2115	3856	7231	1525	5758	6549	118	9914	4097	9163	3660	286	4301	1118	1468	6822	5165	4729	2982	74	245	59	5609	4576	6381	206	5717	4839	1243	1257	3230	9999	7895	5956	6756	4992	8241	9103	431	9643	5878	6964	2019	6134	7589	657	7724	963	6455	2337	5765	5976	1841	1008	7634	5047	6135	6363	2670	6365	6638	6192	2616	6439	8898	5438	5557	1231	6217	1525	8831	8813	621	8718	7703	885	2948	2662	1002	8540	1730	3098	8279	8675	2021	6489	1638	3830	6883	6430	5590	3972	6503	5760	4440
9541	3676	6906	9211	4724	3180	3954	1034	5137	4547	1445	5976	1707	8730	2751	2220	3042	2908	119	1963	3516	5025	8721	5731	9039	4567	5132	9529	9558	2131	553	8392	1232	3043	3368	3529	8582	568	7039	9910	2520	6458	1289	2657	3308	2466	8227	2029	4664	8589	7591	8196	1011	6523	7284	8437	1545	2839	2726	8069	5051	7017	6163	864	5528	8899	8242	8208	1002	4583	6046	8130	3962	1213	9522	5948	2684	905	5406	6313	1035	4818	5042	4357	2194	3340	7296	7977	8998	9785	4925	7866	1642	4690	7820	1845	5909	3270	6328	1118
3543	2078	6487	127	73	660	8517	6017	3961	6237	2859	4705	3248	9936	944	5740	1598	172	384	1987	4225	4743	4742	6128	1601	1587	4472	731	4496	6328	8566	689	8976	1987	1329	1602	2182	795	7966	9466	383	6686	1994	2912	6948	6013	9226	1255	8040	8146	6062	4761	9720	7027	8014	8085	6489	978	958	7489	9561	7689	7000	5362	6343	8371	6803	5192	9853	332	5950	5942	166	6545	4702	6118	6472	5014	7947	6376	2805	901	3704	9385	5051	2853	7881	6178	7852	7823	4741	384	1314	8200	1765	998	1555	8527	4911	6661
9758	3138	3212	145	4672	3652	1468	559	1067	3574	4250	5819	3211	1805	552	3150	1086	484	267	3391	5256	5387	4777	1744	5567	8779	4591	8174	9706	7221	4483	5404	9883	7349	5728	3012	2772	3229	1622	9809	3778	6667	320	374	8191	3402	5490	402	3875	5910	3031	6950	7052	1277	560	7560	104	133	3451	6207	5910	1276	7415	6915	8902	4564	5635	1680	3504	2654	6029	1277	1835	279	4714	7354	6767	9429	9473	7539	7407	8884	3034	5293	8949	2518	7722	8586	1390	2921	66	6706	2724	1820	8597	3605	8551	2247	5531	4692
9806	97	6745	3211	4887	771	2107	6831	8381	4629	371	8215	9554	2388	1410	0	1294	9922	5285	3138	5045	9397	4709	4473	4457	5006	5737	8172	9524	7487	4679	1224	4886	309	2557	1788	6450	3967	8071	6440	7007	9193	1180	2326	94	5859	7556	1049	6634	4625	3484	4107	8173	8382	5765	9857	5259	4974	9464	6998	5406	6564	5454	6497	8738	9454	5440	8693	6116	1466	7415	8744	5145	2610	6827	5273	6326	7287	2534	6160	8693	3431	1231	5731	4915	7503	9033	5814	9295	8117	6490	7578	7514	5754	5921	2617	4150	8902	8224	414
1064	1543	5171	4095	3000	1068	3854	4648	9728	3000	3227	4925	2351	1616	1994	5055	684	9651	8648	3043	9996	4876	5321	158	9143	9414	4548	5303	5858	7414	7948	4906	9054	7952	6520	4199	6934	8816	7593	9890	6999	6167	4668	1621	2964	4856	7691	2191	3140	9561	4273	6883	2210	4793	7339	6637	5554	7395	3277	4799	456	7166	5647	4368	6351	9887	5785	7855	7155	333	8038	7501	618	6905	7573	9821	4180	4675	57	8965	9802	5886	8183	2350	6783	623	7803	7735	8542	6313	9257	3194	432	5863	6124	983	234	854	6292	2473
9701	2755	9720	4094	6108	9608	1323	6146	4741	9707	8378	9769	2649	1036	3617	5168	2649	9211	163	270	5760	4738	4569	4736	9464	3164	4650	56	4661	7677	5085	7309	5033	1328	5380	2456	1758	5814	7236	5925	5411	7538	4315	5858	9956	3167	7902	3934	2338	4508	4871	3722	8695	5736	6797	2747	4592	9897	4545	7823	3483	7725	6407	4690	8697	4177	7004	5825	5439	6520	7675	6617	1329	8354	59	3790	9421	9172	4630	6612	6965	2517	2085	8977	8914	6550	716	8525	8719	7340	4679	5135	1681	8152	6407	9289	7024	2591	5045	9987
4064	3210	1179	270	6402	2791	3623	6970	352	5353	3412	205	2415	3013	6643	5864	3515	2175	1456	1916	5460	9791	4854	2429	5026	4886	4625	5911	4942	5435	4651	1813	4656	6992	8898	3975	1941	1597	2331	4761	5373	7704	4905	3467	9873	9707	7102	3849	2473	8839	2865	3771	6679	4577	4919	5517	1658	1458	796	9977	2658	1960	7738	5074	8242	4895	9042	9137	2895	4827	6631	8049	3461	6192	7844	1153	4192	2399	8664	7823	2277	5417	7663	2166	4794	6621	6472	8144	8165	7283	4584	8733	6270	5675	9202	1991	2210	6144	5435	2142
2456	2111	1288	9714	688	9072	8886	8708	7572	4596	5926	8973	9595	1151	2257	5311	2909	149	4552	9843	5073	5730	4726	9804	7839	164	4743	5849	4511	7694	8851	926	111	3152	2654	2953	4241	6568	5805	1289	3816	6281	5938	561	6157	9918	6512	8316	4627	4548	3522	3607	809	7443	5517	8925	9530	3928	9562	4894	4802	1273	5925	9910	2799	6971	8109	9295	4676	5769	4850	5527	5529	5160	4582	6090	2567	1923	8002	3019	7684	1046	1588	3770	1956	2343	7714	8962	8166	6970	5978	2482	447	5310	5196	1150	6603	4813	7737	1269
2763	2908	6846	2113	4476	4296	8773	5562	7905	927	6529	5132	9713	2003	9045	8263	9606	1981	9416	2625	7262	5731	5087	7943	6517	9555	1359	6131	4313	5992	7058	7125	2190	9592	6235	922	3391	9283	6895	5761	5036	99	652	1588	5764	8539	3448	3613	1371	4457	8140	4161	603	4510	8107	6667	4590	8213	311	6166	8047	1251	5434	414	7159	9248	7932	7693	5279	1406	9809	6739	5980	5451	550	343	583	902	5567	6685	2684	889	2135	1105	4508	868	6829	7936	7684	6982	4737	5908	4844	931	6429	4068	8762	8818	5338	4086
3237	3567	8827	3210	1674	9048	3548	44	514	3674	185	8216	2300	3138	1611	413	1565	3946	4365	4058	5439	5733	4925	5073	1562	1690	5108	6330	5510	6910	9257	5653	268	2398	8502	3713	3974	4068	6932	4224	958	6519	2917	7574	6675	9921	6900	3315	7853	5302	4133	8395	60	6302	7170	9749	2194	144	6090	9834	9919	4167	6804	9762	6853	476	8054	5926	9808	5402	3191	4602	1213	4972	2071	2255	8830	7555	6683	5222	41	2098	3231	9950	5855	8902	7742	780	5869	9490	5720	1592	4811	7156	6732	3441	1721	2473	9889	69
1317	1116	3816	2908	4715	3506	3543	9929	4484	2220	1403	4509	3982	403	513	70	2371	1188	9516	2245	6342	4646	8650	5326	3929	2594	78	8694	4716	3554	4496	4347	6922	5739	649	2845	8887	9682	956	1180	5272	7983	4193	3673	5552	4682	7242	2456	7046	9527	2098	1875	1224	60	1906	6614	5406	8581	8985	4815	7134	6557	6288	1088	1527	4919	6343	3098	9067	7906	5237	8737	777	2387	7572	4867	9001	2986	2071	7634	9033	473	9251	971	5169	7137	9027	1384	7612	8084	4680	9220	1482	3106	5361	299	1420	1007	5949	5072
3530	9807	1153	1801	4835	288	694	9032	8222	4667	4377	8549	371	3530	9588	889	9573	3013	7981	3998	6439	6930	5132	5775	604	4839	8664	4003	8391	6995	3823	9013	4712	1333	6236	990	4220	7536	8862	5712	3334	6460	4765	5161	5498	5325	2410	2240	3747	9609	7049	9946	5246	7876	5093	5584	6517	2068	1900	858	8762	8942	6327	9874	1765	1776	6703	1438	6949	4805	7257	7027	4638	5494	7048	2486	8709	1976	2467	6982	4180	3507	3860	3236	8381	7441	4262	8490	9670	36	4776	5122	6032	3748	5950	3750	1061	6343	6487	8575
641	800	57	9692	9419	2753	2435	858	5540	889	2945	9707	2308	1150	279	8199	2742	197	1440	2306	6617	5302	4829	4547	9103	828	5596	9215	9521	8195	86	3402	6903	841	2979	7825	8700	2515	7443	6823	3451	8483	7679	2790	6457	4871	2804	412	1338	8721	8392	4843	3770	4706	6688	7175	62	804	7772	3109	1190	8175	7486	1891	8776	5508	2048	6538	5924	7842	5532	5071	2031	6561	5879	6331	1175	852	5293	7701	6472	3760	5529	3504	5379	7654	7116	3314	8489	5656	1524	3207	767	6950	8598	3115	3451	944	6028	528
1710	462	9482	4269	704	1445	3298	6332	783	704	3065	1844	4095	9552	6234	73	3412	3627	9951	8389	7077	4704	31	8518	5272	4559	5748	5300	9561	4825	4861	6377	5681	3363	2998	2890	8656	4272	5064	2713	7980	6676	4338	1022	5763	4849	6296	2311	7199	4716	7154	7002	9473	6754	606	6196	4641	9822	7939	6282	9304	8996	5004	7518	7762	6458	1527	9395	5992	545	7207	4606	3010	3264	5084	7413	8219	2834	5976	2336	5392	4389	8005	9720	4770	6905	8463	8278	9454	8006	32	289	3087	7997	6488	3944	256	2919	6910	6142
8887	9824	6047	3249	9307	7837	683	7366	5642	9529	8212	4462	3042	544	2501	4760	4296	3687	245	609	7736	4554	6491	6341	5165	8973	5321	1600	4793	7001	180	6455	9194	9124	3541	1577	8289	5743	5533	7028	1276	8164	810	3821	5516	1208	3901	3882	9767	9560	213	5528	5997	5161	440	2922	745	4171	8793	1905	5121	12	5196	9466	8788	45	6953	9250	5882	649	8196	853	1128	7716	1659	2548	6369	5247	5131	8305	8448	5694	868	7134	4736	6758	7735	7213	8511	8869	4603	4334	4053	5991	6163	2797	8348	3844	4849	8475
4263	9842	7221	3998	1055	4222	2038	3693	4479	1055	3336	4603	9826	108	2541	6225	1873	3530	8549	1323	9867	4708	5131	7885	474	5033	57	409	9899	4849	4603	6237	5006	8653	21	3008	811	2617	6424	4819	2726	7067	1170	7049	5891	5515	7064	4044	9555	5057	3708	5745	9853	6215	6183	7394	4855	9606	4614	8305	7398	5215	5263	3876	8745	7177	8254	7179	8333	4673	8126	4780	4662	1779	4957	4802	4443	4545	8913	9929	7896	3274	1791	9046	2940	3264	8490	8601	8709	6459	5554	4842	2076	4224	8660	2907	890	3631	7027	2919
1756	280	1821	9553	7885	4051	1623	7897	8335	4507	2590	5430	9733	5569	5550	2033	4449	348	424	3012	6702	5259	6335	4629	166	6368	9546	6108	765	4958	4477	4153	7511	9375	557	3315	1988	3098	9012	2196	6641	4579	8852	203	5497	6150	3839	3181	5832	5730	4318	7960	9950	8391	4579	7339	4479	3769	4043	7080	1952	6433	6046	5761	6703	9988	6726	8844	6292	5207	5004	1355	809	2978	7398	7287	1520	4231	4915	559	1552	2133	6610	1011	1225	3384	4943	6913	7792	98	4854	4819	472	1274	8019	2025	3369	5528	7613	1950
598	9715	4004	123	1600	609	1038	6160	433	4724	2607	6683	2782	9759	6334	20	2850	1962	157	9525	6689	6423	8794	551	6656	5112	1449	3011	4671	5360	6401	7422	4792	2938	5858	4837	3854	5415	6236	4609	3661	6158	1638	2316	5695	6302	3436	8730	5860	4660	8034	7758	7164	4547	6110	5536	2084	4322	4045	4578	871	7040	6488	3106	6740	4814	5329	4180	7206	575	9854	7416	6502	6742	7181	1399	3437	3431	2917	2168	7560	927	207	4724	359	1550	8853	6750	7110	7178	5651	1440	2239	6226	3924	1490	1745	9748	6689	235
370	3229	5360	2307	417	9176	2702	7845	9791	4737	869	4853	2108	1038	1398	8214	1293	1916	354	9629	5168	6478	5728	704	4657	8661	5525	8912	8190	4911	4688	5407	8500	3998	8190	4444	3815	6469	3569	1781	2931	7177	9863	1586	150	221	1847	2618	1197	3010	8252	5440	1144	1825	6611	7389	6683	8773	3290	6711	5730	8695	5640	7041	7120	3902	8196	6140	6846	1649	5434	5794	7183	4071	4820	2554	9670	4614	7980	1346	4341	3927	2830	7093	7457	9081	7666	7536	7896	6157	5017	8414	3824	7078	5044	9759	2092	3791	4689	3254
